,CPU Name,CPU Mark (higher is better),Rank (lower is better),CPU Value (higher is better),Price (USD)
1594,ARM Cortex-A72 4 Core 2800 MHz,314,4831,,
1595,ARM Cortex-A72 4 Core 800 MHz,279,4877,,
1596,ARM Cortex-A72 6 Core 1008 MHz,734,4331,,
1597,ARM Cortex-A72 6 Core 1416 MHz,1071,3954,,
1598,ARM Cortex-A72 6 Core 1512 MHz,1183,3837,,
1599,ARM Cortex-A72 8 Core 2016 MHz,2208,3109,,
1600,ARM Cortex-A720 8 Core 2600 MHz,6141,1852,,
1601,ARM Cortex-A73 4 Core 1800 MHz,853,4187,,
1602,ARM Cortex-A73 4 Core 1844 MHz,1368,3675,,
1603,ARM Cortex-A73 4 Core 1900 MHz,1547,3546,,
1604,ARM Cortex-A73 4 Core 1989 MHz,1815,3360,,
1605,ARM Cortex-A73 4 Core 2100 MHz,1185,3836,,
1606,ARM Cortex-A73 6 Core 1896 MHz,1242,3777,,
1607,ARM Cortex-A73 6 Core 1992 MHz,1311,3719,,
1608,ARM Cortex-A73 6 Core 2016 MHz,1445,3616,,
1609,ARM Cortex-A73 8 Core 1989 MHz,1803,3370,,
1610,ARM Cortex-A76 4 Core 1500 MHz,1488,3592,,
1611,ARM Cortex-A76 4 Core 1608 MHz,2698,2819,,
1612,ARM Cortex-A76 4 Core 1800 MHz,3114,2633,,
1613,ARM Cortex-A76 4 Core 2400 MHz,2166,3137,,
1614,ARM Cortex-A76 4 Core 2500 MHz,2342,3029,,
1615,ARM Cortex-A76 4 Core 2600 MHz,2323,3036,,
1616,ARM Cortex-A76 4 Core 2700 MHz,2383,3000,,
1617,ARM Cortex-A76 4 Core 2800 MHz,2469,2943,,
1618,ARM Cortex-A76 4 Core 2900 MHz,2596,2874,,
1619,ARM Cortex-A76 4 Core 3000 MHz,2578,2887,,
1620,ARM Cortex-A76 4 Core 3100 MHz,2734,2800,,
1621,ARM Cortex-A76 4 Core 3200 MHz,2579,2885,,
1622,ARM Cortex-A76 4 Core 3300 MHz,2493,2936,,
1623,ARM Cortex-A76 4 Core 3400 MHz,2580,2884,,
1624,ARM Cortex-A76 8 Core 1800 MHz,2975,2697,,
1625,ARM Cortex-A78 4 Core 1958 MHz,3530,2457,,
1626,ARM Cortex-A78 4 Core 2000 MHz,3016,2676,,
1627,ARM Cortex-A78AE 10 Core 2112 MHz,5520,1992,,
1628,ARM Cortex-A78AE 12 Core 2201 MHz,7176,1664,,
1629,ARM Cortex-A78AE 6 Core 1510 MHz,2631,2858,,
1630,ARM Cortex-A78AE 6 Core 1728 MHz,2869,2742,,
1631,ARM Cortex-A78AE 8 Core 1984 MHz,3764,2385,,
1632,ARM Cortex-A78AE 8 Core 2201 MHz,3788,2374,,
1633,ARM Cortex-X1C 4 Core 2438 MHz,6007,1884,,
1634,ARM D2000/8 8 Core 2300 MHz,2674,2834,,
1635,ARM Falkor V1/Kryo 8 Core 1900 MHz,1652,3469,,
1636,ARM Firestorm 4 Core 2064 MHz,7804,1566,,
1637,ARM Firestorm 8 Core 2064 MHz,6775,1731,,
1638,ARM Firestorm-M1 4 Core 2064 MHz,7771,1570,,
1639,ARM Firestorm-M1-Pro 8 Core 2064 MHz,9872,1364,,
1640,ARM FT-2000/4 4 Core 2200 MHz,881,4151,,
1641,"ARM HUAWEI,Kunpeng 920 24 Core 2600 MHz",9496,1392,,
1642,ARM Kryo-3XX-Gold 4 Core 1766 MHz,2222,3104,,
1643,ARM Kryo-3XX-Gold 8 Core 1766 MHz,2372,3009,,
1644,ARM Kryo-4XX-Gold 8 Core 1804 MHz,2531,2916,,
1645,ARM Kryo-4XX-Silver 4 Core 1804 MHz,3425,2495,,
1646,ARM Kunpeng-920 24 Core 2600 MHz,9841,1368,,
1647,ARM Kunpeng-920 8 Core 2600 MHz,3910,2338,,
1648,ARM Neoverse-N1 128 Core 2800 MHz,43111,244,,
1649,ARM Neoverse-N1 128 Core 3000 MHz,39163,275,,
1650,ARM Neoverse-N1 32 Core 1700 MHz,11841,1230,,
1651,ARM Neoverse-N1 64 Core 0 MHz,28044,465,,
1652,ARM Neoverse-N1 64 Core 2200 MHz,20250,772,,
1653,ARM Neoverse-N1 64 Core 3000 MHz,17515,910,,
1654,ARM Neoverse-N1 80 Core 2600 MHz,18823,840,,
1655,ARM Neoverse-N1 80 Core 2800 MHz,11755,1238,,
1656,ARM Neoverse-N1 80 Core 3000 MHz,35123,316,,
1657,ARM Neoverse-N1 96 Core 2800 MHz,29890,413,,
1658,ARM Neoverse-N2 8 Core 2500 MHz,5544,1987,,
1659,ARM Neoverse-V2 72 Core 3465 MHz,57369,142,,
1660,ARM Neoverse-V2 72 Core 3519 MHz,57240,143,,
1661,ARM Phytium D3000 8 Core 2500 MHz,5528,1990,,
1662,ARM phytium FT1500a 4 Core 2000 MHz,1579,3522,,
1663,"ARM Phytium,D2000/8 8 Core 2000 MHz",2409,2989,,
1664,"ARM Phytium,D2000/8 8 Core 2300 MHz",2690,2822,,
1665,"ARM Phytium,D2000/8 E8C 8 Core 2300 MHz",2522,2920,,
1666,"ARM Phytium,FT-2000/4 8 Core 2300 MHz",2720,2806,,
1667,ARM X-Gene 32 Core 3000 MHz,8202,1520,,
1668,ARM X-Gene 32 Core 3300 MHz,8684,1465,,
1669,ASUS Tinker Board 2/2S,1771,3394,,
1670,Athlon 64 Dual Core 3800+,736,4327,,
1671,Athlon 64 Dual Core 5000+,850,4190,,
1672,Athlon 64 Dual Core 5600+,875,4160,,
1673,Athlon Dual Core 4050e,670,4407,,
1674,Athlon Dual Core 4450e,681,4394,,
1675,Athlon Dual Core 4850e,769,4283,,
1676,BCM2711,852,4188,,
1677,BCM2712,3284,2562,,
1678,BCM2835,1239,3782,,
1679,Broadcom BCM2712,4095,2286,,
1680,Broadcom STB (Flattened Device Tree),659,4422,,
1681,Celeron Dual-Core T3000 @ 1.80GHz,625,4458,,
1682,Celeron Dual-Core T3100 @ 1.90GHz,610,4477,19.06,$32.00
1683,Celeron Dual-Core T3300 @ 2.00GHz,633,4452,42.31,$14.97*
1684,Celeron Dual-Core T3500 @ 2.10GHz,758,4295,,
1685,CentaurHauls @2000MHz,6549,1769,,
1686,CentaurHauls @2400MHz,7784,1567,,
1687,CentaurHauls @2500MHz,8014,1546,,
1688,CIX P1 CD8180,9277,1419,,
1689,Cortex-A76,51,5138,,
1690,DG1301SML87HY,3624,2430,,
1691,DO-Regular,1070,3955,,
1692,Dual-Core AMD Opteron 1220 SE,748,4309,,
1693,Essgoo,497,4611,,
1694,Generic DT based system,632,4453,,
1695,Giada JHS558 (Android),2022,3221,,
1696,Google GS201,7268,1647,,
1697,Google R11 BtWifi Evt1.1,187,5020,,
1698,Google Tensor,6703,1745,,
1699,Google Tensor G3,8094,1531,,
1700,Google Tensor G4,8535,1484,,
1701,Grandstream GXV3480 Video Phone,1078,3946,,
1702,Hardkernel ODROID-N2Plus,2115,3166,,
1703,"Haydn based on Qualcomm Technologies, Inc SM8350",5359,2024,,
1704,hi6210sft,796,4248,,
1705,High Performance Datacenter v,1610,3497,,
1706,HiSilicon Kirin,6758,1736,,
1707,HiSilicon Kirin 659,1893,3307,,
1708,Hisilicon Kirin 925,1053,3976,,
1709,Hisilicon Kirin 930,1415,3644,,
1710,Hisilicon Kirin 935,1599,3508,,
1711,HiSilicon Kirin 950,2457,2952,,
1712,Hisilicon Kirin 955,2936,2713,,
1713,HiSilicon Kirin 960,2897,2729,,
1714,HiSilicon Kirin 970,2908,2725,,
1715,Hisilicon Kirin 990,3965,2319,,
1716,Hisilicon Kirin710,2445,2963,,
1717,Hisilicon Kirin810,2945,2707,,
1718,Hisilicon Kirin820,3893,2343,,
1719,Hisilicon Kirin9000,5083,2088,,
1720,Hisilicon Kirin970,2681,2829,,
1721,Hisilicon Kirin980,4385,2217,,
1722,Hisilicon Kirin985,4162,2266,,
1723,HP Hexa-Core 2.0GHz,1741,3413,3.45,$504.27*
1724,Hygon C86 3185 8-core,9243,1423,,
1725,Hygon C86 3250 8-core,11476,1257,,
1726,Hygon C86 3330 4-core,6031,1880,,
1727,Hygon C86 3350 8-core,12292,1210,,
1728,Hygon C86 52xx series,4090,2289,,
1729,Hygon C86 7255 16-core,18831,839,,
1730,Hygon C86-3G (OPN:3350),11305,1269,,
1731,Hygon C86-4G (OPN:3490),26064,519,,
1732,Intel 2.80GHz,341,4780,,
1733,Intel 3 N350,4877,2121,,
1734,Intel 300,7277,1645,88.75,$82.00*
1735,Intel 300T,6227,1833,75.94,$82.00*
1736,Intel Atom 230 @ 1.60GHz,169,5042,,
1737,Intel Atom 330 @ 1.60GHz,382,4741,,
1738,Intel Atom C1110,3170,2611,,
1739,Intel Atom C2338 @ 1.74GHz,584,4507,,
1740,Intel Atom C2350 @ 1.74GHz,520,4587,12.1,$43.00*
1741,Intel Atom C2358 @ 1.74GHz,562,4536,,
1742,Intel Atom C2538 @ 2.40GHz,934,4095,8.98,$104.00*
1743,Intel Atom C2550 @ 2.40GHz,1422,3640,,
1744,Intel Atom C2558 @ 2.40GHz,1424,3638,10.47,$136.00*
1745,Intel Atom C2750 @ 2.40GHz,2787,2770,12.01,$232.00*
1746,Intel Atom C2750 @ 2.41GHz,2174,3133,,
1747,Intel Atom C2758 @ 2.40GHz,2317,3039,10.78,$214.86*
1748,Intel Atom C3338 @ 1.50GHz,1028,4001,,
1749,Intel Atom C3508 @ 1.60GHz,1796,3376,20.47,$87.75*
1750,Intel Atom C3538 @ 2.10GHz,1910,3286,25.46,$75.00*
1751,Intel Atom C3558 @ 2.20GHz,2431,2971,28.27,$86.00*
1752,Intel Atom C3708 @ 1.70GHz,3750,2389,16.74,$224.00*
1753,Intel Atom C3758 @ 2.20GHz,4614,2167,23.91,$193.00*
1754,Intel Atom C3758R @ 2.40GHz,5100,2082,22.77,$224.00*
1755,Intel Atom C3808 @ 2.00GHz,5671,1947,14.36,$395.00*
1756,Intel Atom C3858 @ 2.00GHz,4707,2147,14.18,$332.00*
1757,Intel Atom C3958 @ 2.00GHz,3929,2330,8.75,$449.00*
1758,Intel Atom C5125,8631,1472,28.87,$299.00*
1759,Intel Atom D2500 @ 1.86GHz,241,4935,,
1760,Intel Atom D2550 @ 1.86GHz,409,4700,,
1761,Intel Atom D2560 @ 2.00GHz,433,4667,,
1762,Intel Atom D2700 @ 2.13GHz,456,4652,,
1763,Intel Atom D2701 @ 2.13GHz,511,4598,,
1764,Intel Atom D410 @ 1.66GHz,180,5030,0.28,$635.99*
1765,Intel Atom D425 @ 1.80GHz,204,4990,0.21,$992.98*
1766,Intel Atom D510 @ 1.66GHz,406,4705,4.18,$97.16*
1767,Intel Atom D525 @ 1.80GHz,393,4722,,
1768,Intel Atom E3805 @ 1.33GHz,406,4704,20.31,$20.00*
1769,Intel Atom E3815 @ 1.46GHz,193,5011,1.43,$135.00*
1770,Intel Atom E3825 @ 1.33GHz,378,4745,5.37,$70.32*
1771,Intel Atom E3826 @ 1.46GHz,304,4846,,
1772,Intel Atom E3827 @ 1.74GHz,480,4629,,
1773,Intel Atom E3840 @ 1.91GHz,704,4367,,
1774,Intel Atom E3845 @ 1.91GHz,1069,3960,,
1775,Intel Atom E3900 @ 1.60GHz,1953,3261,,
1776,Intel Atom N2100 @ 1.60GHz,193,5010,,
1777,Intel Atom N2600 @ 1.60GHz,316,4824,,
1778,Intel Atom N270 @ 1.60GHz,136,5090,,
1779,Intel Atom N280 @ 1.66GHz,157,5061,,
1780,Intel Atom N2800 @ 1.86GHz,444,4661,,
1781,Intel Atom N435 @ 1.33GHz,153,5068,,
1782,Intel Atom N450 @ 1.66GHz,203,4992,,
1783,Intel Atom N455 @ 1.66GHz,196,4999,,
1784,Intel Atom N470 @ 1.83GHz,224,4964,,
1785,Intel Atom N475 @ 1.83GHz,179,5032,,
1786,Intel Atom N550 @ 1.50GHz,301,4847,3.5,$86.00*
1787,Intel Atom N570 @ 1.66GHz,360,4761,4.18,$86.00*
1788,Intel Atom P5322,7378,1625,20.96,$352.00*
1789,Intel Atom P5342,13085,1160,20.7,$632.00*
1790,Intel Atom P5362,17276,927,24.4,$708.00*
1791,Intel Atom S1260 @ 2.00GHz,526,4583,8.22,$64.00*
1792,Intel Atom T5700 @ 1.70GHz,2363,3012,,
1793,Intel Atom x5-E3930 @ 1.30GHz,928,4102,,
1794,Intel Atom x5-E3940 @ 1.60GHz,1908,3290,,
1795,Intel Atom x5-E8000 @ 1.04GHz,962,4066,,
1796,Intel Atom x5-Z8300 @ 1.44GHz,833,4211,6.26,$132.99*
1797,Intel Atom x5-Z8330 @ 1.44GHz,803,4239,,
1798,Intel Atom x5-Z8350 @ 1.44GHz,893,4139,42.52,$21.00*
1799,Intel Atom x5-Z8500 @ 1.44GHz,1241,3779,19.84,$62.57*
1800,Intel Atom x5-Z8550 @ 1.44GHz,1143,3881,,
1801,Intel Atom x6211E @ 1.20GHz,1695,3441,48.43,$35.00*
1802,Intel Atom x6211E @ 1.30GHz,1762,3404,50.34,$35.00*
1803,Intel Atom x6214RE @ 1.40GHz,1109,3909,23.59,$47.00*
1804,Intel Atom x6413E @ 1.50GHz,3960,2322,92.09,$43.00*
1805,Intel Atom x6414RE @ 1.50GHz,2128,3156,38.69,$55.00*
1806,Intel Atom x6425E @ 2.00GHz,3671,2414,65.55,$56.00*
1807,Intel Atom x6425RE @ 1.90GHz,2929,2716,49.65,$59.00*
1808,Intel Atom x6427FE @ 1.90GHz,3196,2602,38.51,$83.00*
1809,Intel Atom x7-E3950 @ 1.60GHz,2071,3192,,
1810,Intel Atom x7-Z8700 @ 1.60GHz,1333,3699,18.11,$73.63*
1811,Intel Atom x7-Z8750 @ 1.60GHz,1294,3731,,
1812,Intel Atom x7211E,2553,2902,65.47,$39.00*
1813,Intel Atom x7211RE,2137,3152,50.88,$42.00*
1814,Intel Atom x7213RE,2286,3055,48.63,$47.00*
1815,Intel Atom x7425E,5582,1973,,
1816,Intel Atom x7433RE,3343,2533,,
1817,Intel Atom x7835RE,6341,1812,49.93,$127.00*
1818,Intel Atom Z2760 @ 1.80GHz,298,4851,,
1819,Intel Atom Z3530 @ 1.33GHz,565,4529,,
1820,Intel Atom Z3560 @ 1.00GHz,749,4305,,
1821,Intel Atom Z3560 @ 1.83GHz,690,4383,,
1822,Intel Atom Z3580 @ 1.33GHz,802,4240,,
1823,Intel Atom Z3735D @ 1.33GHz,704,4364,,
1824,Intel Atom Z3735E @ 1.33GHz,557,4541,4.76,$117.00*
1825,Intel Atom Z3735F @ 1.33GHz,539,4563,1.08,$500.00*
1826,Intel Atom Z3735G @ 1.33GHz,772,4281,,
1827,Intel Atom Z3736F @ 1.33GHz,496,4614,,
1828,Intel Atom Z3740 @ 1.33GHz,621,4464,,
1829,Intel Atom Z3740D @ 1.33GHz,614,4472,,
1830,Intel Atom Z3745 @ 1.33GHz,621,4463,20.72,$30.00*
1831,Intel Atom Z3745D @ 1.33GHz,599,4488,,
1832,Intel Atom Z3770 @ 1.46GHz,728,4336,4.87,$149.44*
1833,Intel Atom Z3770D @ 1.49GHz,488,4618,,
1834,Intel Atom Z3775 @ 1.46GHz,704,4363,1.41,$500.00*
1835,Intel Atom Z3775D @ 1.49GHz,794,4252,,
1836,Intel Atom Z3795 @ 1.60GHz,1196,3826,,
1837,Intel Atom Z520 @ 1.33GHz,122,5105,,
1838,Intel Atom Z530 @ 1.60GHz,183,5026,,
1839,Intel Atom Z670 @ 1.50GHz,158,5058,,
1840,Intel CC150 @ 3.50GHz,14240,1087,,
1841,Intel Celeron 1.70GHz,101,5124,,
1842,Intel Celeron 1.80GHz,96,5128,,
1843,Intel Celeron 1000M @ 1.80GHz,1066,3965,,
1844,Intel Celeron 1000MHz,139,5084,,
1845,Intel Celeron 1005M @ 1.90GHz,1112,3905,,
1846,Intel Celeron 1007U @ 1.50GHz,847,4194,4.58,$184.99*
1847,Intel Celeron 1017U @ 1.60GHz,882,4149,,
1848,Intel Celeron 1019Y @ 1.00GHz,576,4515,,
1849,Intel Celeron 1020E @ 2.20GHz,1406,3650,31.26,$44.99*
1850,Intel Celeron 1020M @ 2.10GHz,1275,3749,,
1851,Intel Celeron 1037U @ 1.80GHz,1013,4019,,
1852,Intel Celeron 1047UE @ 1.40GHz,748,4307,,
1853,Intel Celeron 1100MHz,113,5118,7.55,$15.00*
1854,Intel Celeron 1200MHz,159,5057,,
1855,Intel Celeron 2.00GHz,125,5101,,
1856,Intel Celeron 2.13GHz,166,5046,,
1857,Intel Celeron 2.20GHz,139,5086,,
1858,Intel Celeron 2.26GHz,182,5029,,
1859,Intel Celeron 2.30GHz,148,5074,,
1860,Intel Celeron 2.40GHz,143,5080,,
1861,Intel Celeron 2.50GHz,164,5049,,
1862,Intel Celeron 2.53GHz,222,4966,,
1863,Intel Celeron 2.60GHz,143,5079,,
1864,Intel Celeron 2.66GHz,131,5096,,
1865,Intel Celeron 2.70GHz,159,5056,,
1866,Intel Celeron 2.80GHz,190,5017,,
1867,Intel Celeron 2.93GHz,230,4958,,
1868,Intel Celeron 2000E @ 2.20GHz,1607,3501,,
1869,Intel Celeron 2002E @ 1.50GHz,1091,3925,12.68,$86.00*
1870,Intel Celeron 215 @ 1.33GHz,174,5039,,
1871,Intel Celeron 220 @ 1.20GHz,209,4981,,
1872,Intel Celeron 2950M @ 2.00GHz,1238,3784,,
1873,Intel Celeron 2955U @ 1.40GHz,903,4133,,
1874,Intel Celeron 2957U @ 1.40GHz,851,4189,,
1875,Intel Celeron 2961Y @ 1.10GHz,684,4388,,
1876,Intel Celeron 2970M @ 2.20GHz,1501,3586,,
1877,Intel Celeron 2980U @ 1.60GHz,1092,3924,,
1878,Intel Celeron 2981U @ 1.60GHz,1036,3995,,
1879,Intel Celeron 3.06GHz,307,4841,,
1880,Intel Celeron 3.20GHz,267,4899,,
1881,Intel Celeron 3.33GHz,263,4903,,
1882,Intel Celeron 3205U @ 1.50GHz,964,4064,3.36,$287.04*
1883,Intel Celeron 3215U @ 1.70GHz,1100,3917,,
1884,Intel Celeron 3755U @ 1.70GHz,1182,3839,,
1885,Intel Celeron 3765U @ 1.90GHz,1252,3771,,
1886,Intel Celeron 3855U @ 1.60GHz,1215,3804,13.61,$89.28*
1887,Intel Celeron 3865U @ 1.80GHz,1334,3698,,
1888,Intel Celeron 3867U @ 1.80GHz,1466,3604,13.7,$107.00*
1889,Intel Celeron 3955U @ 2.00GHz,1478,3593,,
1890,Intel Celeron 3965U @ 2.20GHz,1746,3410,16.32,$107.00*
1891,Intel Celeron 3965Y @ 1.50GHz,1197,3823,11.19,$107.00*
1892,Intel Celeron 420 @ 1.60GHz,257,4910,3.67,$69.95
1893,Intel Celeron 4205U @ 1.80GHz,1344,3692,12.56,$107.00*
1894,Intel Celeron 430 @ 1.80GHz,288,4868,6.6,$43.64
1895,Intel Celeron 4305U @ 2.20GHz,1562,3536,14.6,$107.00*
1896,Intel Celeron 4305UE @ 2.00GHz,1699,3437,,
1897,Intel Celeron 440 @ 2.00GHz,368,4754,8.19,$44.95
1898,Intel Celeron 450 @ 2.20GHz,433,4666,1.45,$299.00*
1899,Intel Celeron 5205U @ 1.90GHz,1436,3624,13.42,$107.00*
1900,Intel Celeron 530 @ 1.73GHz,268,4897,20.62,$13.00
1901,Intel Celeron 5305U @ 2.30GHz,1684,3449,13.16,$128.00*
1902,Intel Celeron 540 @ 1.86GHz,305,4843,14.56,$20.95*
1903,Intel Celeron 550 @ 2.00GHz,334,4797,6.09,$54.95*
1904,Intel Celeron 560 @ 2.13GHz,339,4786,4.84,$69.95*
1905,Intel Celeron 570 @ 2.26GHz,344,4777,,
1906,Intel Celeron 6305 @ 1.80GHz,2087,3184,,
1907,Intel Celeron 6305E @ 1.80GHz,2030,3215,18.97,$107.00*
1908,Intel Celeron 6600HE @ 2.60GHz,3286,2559,27.85,$118.00*
1909,Intel Celeron 723 @ 1.20GHz,213,4977,,
1910,Intel Celeron 7305,2500,2929,23.36,$107.00*
1911,Intel Celeron 7305E,2255,3078,21.07,$107.00*
1912,Intel Celeron 743 @ 1.30GHz,275,4885,,
1913,Intel Celeron 807 @ 1.50GHz,392,4727,,
1914,Intel Celeron 807UE @ 1.00GHz,241,4936,,
1915,Intel Celeron 827E @ 1.40GHz,371,4753,,
1916,Intel Celeron 847 @ 1.10GHz,490,4617,1.56,$315.00*
1917,Intel Celeron 847E @ 1.10GHz,584,4506,,
1918,Intel Celeron 857 @ 1.20GHz,569,4523,,
1919,Intel Celeron 867 @ 1.30GHz,588,4500,10.56,$55.69*
1920,Intel Celeron 877 @ 1.40GHz,700,4372,,
1921,Intel Celeron 887 @ 1.50GHz,764,4287,,
1922,Intel Celeron 900 @ 2.20GHz,412,4695,21.69,$18.99*
1923,Intel Celeron 925 @ 2.30GHz,450,4657,,
1924,Intel Celeron @ 1.30GHz,572,4517,,
1925,Intel Celeron B710 @ 1.60GHz,106,5121,,
1926,Intel Celeron B800 @ 1.50GHz,666,4415,24.66,$26.99*
1927,Intel Celeron B810 @ 1.60GHz,775,4277,28.7,$26.99*
1928,Intel Celeron B815 @ 1.60GHz,742,4319,27.48,$26.99*
1929,Intel Celeron B820 @ 1.70GHz,816,4225,27.85,$29.29*
1930,Intel Celeron B830 @ 1.80GHz,869,4168,17.39,$49.99*
1931,Intel Celeron B840 @ 1.90GHz,967,4063,,
1932,Intel Celeron D 347 @ 3.06GHz,232,4953,,
1933,Intel Celeron D 352 @ 3.20GHz,274,4889,,
1934,Intel Celeron D 356 @ 3.33GHz,251,4920,,
1935,Intel Celeron D 360 @ 3.46GHz,372,4752,,
1936,Intel Celeron D 420 @ 1.60GHz,313,4833,,
1937,Intel Celeron E1200 @ 1.60GHz,516,4591,5.21,$98.95
1938,Intel Celeron E1400 @ 2.00GHz,735,4330,9.19,$79.95
1939,Intel Celeron E1500 @ 2.20GHz,626,4457,31.86,$19.65*
1940,Intel Celeron E1600 @ 2.40GHz,840,4202,,
1941,Intel Celeron E3200 @ 2.40GHz,900,4136,45.02,$19.99*
1942,Intel Celeron E3300 @ 2.50GHz,809,4230,13.09,$61.79
1943,Intel Celeron E3400 @ 2.60GHz,883,4148,46.48,$18.99
1944,Intel Celeron E3500 @ 2.70GHz,935,4094,9.85,$95.00
1945,Intel Celeron G1101 @ 2.27GHz,1086,3935,54.92,$19.77*
1946,Intel Celeron G1610 @ 2.60GHz,1546,3550,31.54,$49.00
1947,Intel Celeron G1610T @ 2.30GHz,1327,3705,88.59,$14.98*
1948,Intel Celeron G1620 @ 2.70GHz,1571,3529,32.07,$49.00*
1949,Intel Celeron G1620T @ 2.40GHz,1532,3562,36.48,$42.00*
1950,Intel Celeron G1630 @ 2.80GHz,1707,3429,15.53,$109.95
1951,Intel Celeron G1820 @ 2.70GHz,1698,3438,18.32,$92.69
1952,Intel Celeron G1820T @ 2.40GHz,1631,3485,38.84,$42.00*
1953,Intel Celeron G1820TE @ 2.20GHz,1020,4013,,
1954,Intel Celeron G1830 @ 2.80GHz,1560,3537,24.0,$65.00*
1955,Intel Celeron G1840 @ 2.80GHz,1784,3386,15.14,$117.86*
1956,Intel Celeron G1840T @ 2.50GHz,1576,3525,,
1957,Intel Celeron G1850 @ 2.90GHz,1909,3288,32.36,$59.00*
1958,Intel Celeron G3900 @ 2.80GHz,2136,3153,133.66,$15.98
1959,Intel Celeron G3900E @ 2.40GHz,2034,3210,19.01,$107.00*
1960,Intel Celeron G3900T @ 2.60GHz,1942,3268,17.27,$112.46*
1961,Intel Celeron G3900TE @ 2.30GHz,1850,3332,44.1,$41.95
1962,Intel Celeron G3920 @ 2.90GHz,2358,3016,2.18,"$1,083.82*"
1963,Intel Celeron G3930 @ 2.90GHz,2254,3080,77.71,$29.00
1964,Intel Celeron G3930T @ 2.70GHz,2023,3219,61.31,$32.99
1965,Intel Celeron G3930TE @ 2.70GHz,2218,3106,52.82,$42.00*
1966,Intel Celeron G3950 @ 3.00GHz,2336,3030,16.34,$143.00*
1967,Intel Celeron G440 @ 1.60GHz,420,4684,1.64,$256.41*
1968,Intel Celeron G460 @ 1.80GHz,481,4628,9.61,$50.00*
1969,Intel Celeron G465 @ 1.90GHz,547,4554,14.81,$36.98*
1970,Intel Celeron G470 @ 2.00GHz,570,4522,16.2,$35.15*
1971,Intel Celeron G4900 @ 3.10GHz,2389,2995,32.73,$73.00
1972,Intel Celeron G4900T @ 2.90GHz,2252,3082,37.57,$59.95*
1973,Intel Celeron G4920 @ 3.20GHz,2500,2928,,
1974,Intel Celeron G4930 @ 3.20GHz,2547,2905,19.64,$129.69
1975,Intel Celeron G4930T @ 3.00GHz,2283,3057,54.36,$42.00*
1976,Intel Celeron G4950 @ 3.30GHz,2714,2808,43.0,$63.12*
1977,Intel Celeron G530 @ 2.40GHz,1132,3892,17.38,$65.10*
1978,Intel Celeron G530T @ 2.00GHz,1056,3973,62.15,$16.99*
1979,Intel Celeron G540 @ 2.50GHz,1155,3870,104.74,$11.03*
1980,Intel Celeron G540T @ 2.10GHz,1137,3890,,
1981,Intel Celeron G550 @ 2.60GHz,1259,3764,12.11,$104.00
1982,Intel Celeron G550T @ 2.20GHz,1074,3949,,
1983,Intel Celeron G555 @ 2.70GHz,1388,3663,21.32,$65.10
1984,Intel Celeron G5900 @ 3.40GHz,2677,2832,,
1985,Intel Celeron G5900E @ 3.20GHz,1809,3366,34.13,$53.00*
1986,Intel Celeron G5900T @ 3.20GHz,2155,3143,51.3,$42.00*
1987,Intel Celeron G5905 @ 3.50GHz,2777,2777,55.6,$49.95
1988,Intel Celeron G5905T @ 3.30GHz,2304,3047,54.85,$42.00*
1989,Intel Celeron G5920 @ 3.50GHz,2577,2888,42.96,$59.99
1990,Intel Celeron G5925 @ 3.60GHz,2787,2771,38.74,$71.95*
1991,Intel Celeron G6900,4515,2185,90.32,$49.99
1992,Intel Celeron G6900E,4272,2241,80.61,$53.00*
1993,Intel Celeron G6900T,3651,2420,86.93,$42.00*
1994,Intel Celeron G6900TE,2782,2773,,
1995,Intel Celeron J1750 @ 2.41GHz,538,4564,,
1996,Intel Celeron J1800 @ 2.41GHz,572,4518,,
1997,Intel Celeron J1850 @ 1.99GHz,942,4090,,
1998,Intel Celeron J1900 @ 1.99GHz,1151,3875,,
1999,Intel Celeron J3060 @ 1.60GHz,683,4390,,
2000,Intel Celeron J3160 @ 1.60GHz,1258,3765,,
2001,Intel Celeron J3355 @ 2.00GHz,1192,3832,,
2002,Intel Celeron J3455 @ 1.50GHz,2248,3085,6.44,$349.00*
2003,Intel Celeron J3455E @ 1.50GHz,2193,3118,,
2004,Intel Celeron J4005 @ 2.00GHz,1545,3551,9.15,$168.75*
2005,Intel Celeron J4025 @ 2.00GHz,1477,3594,,
2006,Intel Celeron J4105 @ 1.50GHz,2864,2746,26.77,$107.00*
2007,Intel Celeron J4115 @ 1.80GHz,2688,2824,,
2008,Intel Celeron J4125 @ 2.00GHz,2941,2711,,
2009,Intel Celeron J6412 @ 2.00GHz,3833,2357,70.98,$54.00*
2010,Intel Celeron J6413 @ 1.80GHz,4259,2247,,
2011,Intel Celeron M 1.00GHz,149,5073,10.65,$13.99
2012,Intel Celeron M 1.30GHz,205,4986,,
2013,Intel Celeron M 1.50GHz,192,5013,,
2014,Intel Celeron M 1.60GHz,190,5016,,
2015,Intel Celeron M 1.70GHz,252,4918,,
2016,Intel Celeron M 1300MHz,197,4998,,
2017,Intel Celeron M 1500MHz,217,4973,,
2018,Intel Celeron M 360 1.40GHz,221,4969,,
2019,Intel Celeron M 410 @ 1.46GHz,123,5103,,
2020,Intel Celeron M 420 @ 1.60GHz,139,5085,,
2021,Intel Celeron M 430 @ 1.73GHz,169,5043,,
2022,Intel Celeron M 440 @ 1.86GHz,169,5041,,
